35.178.204.134,443,443,TRUE,LHR,Europe,GB,London,256,10.59
18.184.169.107,443,443,TRUE,FRA,Europe,DE,Frankfurt,236,10.58
18.171.149.237,443,443,TRUE,LHR,Europe,GB,London,316,10.57
35.179.144.200,443,443,TRUE,LHR,Europe,GB,London,267,10.57
18.171.174.194,443,443,TRUE,LHR,Europe,GB,London,278,10.56
3.9.16.11,443,443,TRUE,LHR,Europe,GB,London,207,10.56
3.9.179.181,443,443,TRUE,LHR,Europe,GB,London,309,10.55
3.76.206.85,443,443,TRUE,FRA,Europe,DE,Frankfurt,209,10.54
34.218.130.79,443,443,TRUE,PDX,North America,US,Portland,273,10.54
35.178.239.39,443,443,TRUE,LHR,Europe,GB,London,330,10.52
34.245.173.141,443,443,TRUE,DUB,Europe,IE,Dublin,211,10.52
3.8.158.79,443,443,TRUE,LHR,Europe,GB,London,244,10.51
35.180.202.209,443,443,TRUE,CDG,Europe,FR,Paris,258,10.5
35.181.160.126,443,443,TRUE,CDG,Europe,FR,Paris,271,10.5
51.44.160.39,443,443,TRUE,CDG,Europe,FR,Paris,341,10.49
3.8.126.100,443,443,TRUE,LHR,Europe,GB,London,247,10.49
35.180.210.15,443,443,TRUE,CDG,Europe,FR,Paris,225,10.49
54.67.51.104,8443,443,TRUE,SJC,North America,US,San Jose,403,10.47
18.175.61.83,443,443,TRUE,LHR,Europe,GB,London,332,10.47
50.18.25.238,443,443,TRUE,SJC,North America,US,San Jose,197,10.46
35.179.149.119,443,443,TRUE,LHR,Europe,GB,London,285,10.45
16.171.191.21,443,443,TRUE,ARN,Europe,SE,Stockholm,300,10.45
35.177.21.202,443,443,TRUE,LHR,Europe,GB,London,239,10.44
3.9.17.83,443,443,TRUE,LHR,Europe,GB,London,316,10.44
35.178.152.13,443,443,TRUE,LHR,Europe,GB,London,247,10.43
3.79.59.119,8443,443,TRUE,FRA,Europe,DE,Frankfurt,277,10.43
51.44.12.109,443,443,TRUE,CDG,Europe,FR,Paris,365,10.42
54.193.48.13,443,443,TRUE,SJC,North America,US,San Jose,392,10.4
63.176.11.74,2096,443,TRUE,FRA,Europe,DE,Frankfurt,264,10.4
54.193.48.13,443,443,TRUE,SJC,North America,US,San Jose,234,10.4
18.175.222.161,443,443,TRUE,LHR,Europe,GB,London,337,10.4
3.8.99.13,443,443,TRUE,LHR,Europe,GB,London,287,10.4
3.11.13.223,443,443,TRUE,LHR,Europe,GB,London,325,10.37
35.179.150.4,443,443,TRUE,LHR,Europe,GB,London,415,10.37
35.179.134.203,443,443,TRUE,LHR,Europe,GB,London,284,10.35
54.169.108.196,443,443,TRUE,SIN,Asia Pacific,SG,Singapore,256,10.34
51.44.83.200,443,443,TRUE,CDG,Europe,FR,Paris,377,10.33
51.44.108.139,443,443,TRUE,CDG,Europe,FR,Paris,339,10.33
35.179.140.208,443,443,TRUE,LHR,Europe,GB,London,266,10.33
51.44.97.140,443,443,TRUE,CDG,Europe,FR,Paris,379,10.33
18.132.199.186,443,443,TRUE,LHR,Europe,GB,London,351,10.33
35.180.38.137,443,443,TRUE,CDG,Europe,FR,Paris,259,10.33
3.79.40.45,443,443,TRUE,FRA,Europe,DE,Frankfurt,339,10.32
35.180.158.118,443,443,TRUE,CDG,Europe,FR,Paris,268,10.31
3.122.102.23,443,443,TRUE,AMS,Europe,NL,Amsterdam,324,10.29
3.11.236.175,443,443,TRUE,LHR,Europe,GB,London,181,10.29
51.44.84.224,443,443,TRUE,CDG,Europe,FR,Paris,274,10.28
3.9.19.163,443,443,TRUE,LHR,Europe,GB,London,296,10.27
3.75.18.242,8080,443,TRUE,FRA,Europe,DE,Frankfurt,261,10.27
51.44.165.246,443,443,TRUE,CDG,Europe,FR,Paris,378,10.26
3.79.244.48,443,443,TRUE,FRA,Europe,DE,Frankfurt,284,10.26
51.44.82.81,443,443,TRUE,CDG,Europe,FR,Paris,295,10.24
35.180.226.227,443,443,TRUE,CDG,Europe,FR,Paris,223,10.24
18.175.210.197,443,443,TRUE,LHR,Europe,GB,London,320,10.24
51.21.48.77,443,443,TRUE,ARN,Europe,SE,Stockholm,244,10.23
51.44.164.194,443,443,TRUE,CDG,Europe,FR,Paris,211,10.22
35.179.145.132,443,443,TRUE,LHR,Europe,GB,London,284,10.22
35.178.134.29,443,443,TRUE,LHR,Europe,GB,London,325,10.2
3.8.196.43,443,443,TRUE,LHR,Europe,GB,London,336,10.18
35.178.56.219,443,443,TRUE,LHR,Europe,GB,London,249,10.18
3.79.244.48,443,443,TRUE,FRA,Europe,DE,Frankfurt,197,10.18
54.67.51.104,2053,443,TRUE,SJC,North America,US,San Jose,395,10.17
18.133.222.156,443,443,TRUE,LHR,Europe,GB,London,359,10.17
